region,date,blase,netflix and chill,glock,lowkey,pleb,quan,pepe,stoop,burnt,simmer,chapo,spry,vape,tome,nae nae,shudder,wap,triggered,shook,juju,broccoli,woke,holosexual,shill,gaslighting,bigly,SJW,dank memes,vexing,bough,brandish,boolin,quash,wavy
WI,10/16/16,0.11443,0.07220,0.08782,0.10455,0.04008,0.03490,0.16366,0.07229,0.16911,0.09980,0.03014,0.05981,0.07749,0.14214,0.03294,0.10541,0.05826,0.45405,0.15112,0.48099,0.40196,0.32385,0.10650,0.11940,0.15452,0.53079,0.18292,0.29598,0.11540,0.19934,0.17521,0.26226,0.04311,0.08954
WV,10/16/16,0.11227,0.03188,0.09693,0.06594,0.10617,,0.08500,,0.08296,0.02448,0.01109,0.21123,0.14087,0.27454,,0.09307,,0.28636,0.17791,0.36930,0.36717,0.21996,0.15674,0.09584,0.19491,0.62489,,0.13067,,0.03385,0.27301,0.19298,0.01190,0.09882
WY,10/16/16,,0.09034,0.13735,0.09344,0.10030,0.08733,0.12045,,0.11755,,,0.14965,,0.11115,,0.13189,0.07289,0.54103,0.12605,0.52330,0.17348,0.15584,,0.13585,0.41441,0.58109,0.45772,0.74063,,,,0.27353,0.03372,0.42009
AK,10/23/16,0.05662,,0.29257,,,,,,0.08346,0.14777,0.02232,0.21252,0.08099,0.07892,,,0.15526,0.86437,0.26851,0.55736,0.24690,0.11066,0.21079,0.29002,0.39320,,0.32500,0.65735,0.14645,0.13657,,,0.02400,
AL,10/23/16,0.18654,0.11069,0.15299,0.08327,0.01117,0.03891,0.05367,0.02239,0.10475,0.09273,0.01750,0.03334,0.10165,0.12381,0.06122,0.11753,0.08119,0.45201,0.21062,0.84524,0.30987,0.19096,0.18188,0.12133,0.07711,0.06781,0.20395,0.35063,0.13785,0.09642,0.12960,0.24430,0.02259,0.10919
AR,10/23/16,0.08053,0.01824,0.13869,0.03774,0.04051,0.07054,0.04865,0.02030,0.11870,,0.01904,0.09067,0.04607,0.13468,0.02775,0.13318,0.08832,0.54632,0.30548,0.84547,0.63203,0.09442,0.17987,0.13749,0.05592,0.08941,0.09244,0.37393,0.08331,0.13596,0.20887,0.05537,0.02730,0.11312
AZ,10/23/16,0.17855,0.04759,0.08140,0.15383,0.08586,0.01725,0.11898,0.07279,0.04644,0.07309,0.02277,0.18724,0.07511,0.20494,0.01810,0.16501,0.03360,0.53442,0.43163,0.43075,0.34349,0.28735,0.14663,0.15243,0.10941,0.08929,0.34662,0.35359,0.08149,0.24700,0.22986,0.18054,0.01781,0.14754
CA,10/23/16,0.08879,0.05194,0.12158,0.08868,0.06407,0.03028,0.15828,0.09263,0.15769,0.09432,0.03757,0.20622,0.05257,0.13998,0.04890,0.13119,0.05787,0.48880,0.38651,0.57546,0.42365,0.42382,0.15037,0.15035,0.10992,0.10656,0.33834,0.32274,0.17693,0.08162,0.06843,0.18264,0.02745,0.20958
CO,10/23/16,0.17987,0.03184,0.04840,0.07903,0.09190,0.03077,0.05943,0.07083,0.06628,0.05867,0.02658,0.21096,0.08039,0.10184,0.01937,0.13014,0.03596,0.41947,0.17769,0.38727,0.18382,0.35149,0.15694,0.14395,0.16589,0.12482,0.27422,0.27405,0.10176,0.04745,0.06378,0.11594,0.01906,0.04935
CT,10/23/16,0.13733,0.03889,0.11826,0.07040,0.05397,0.02820,0.14260,0.09735,0.12652,0.08213,0.00677,0.16107,0.09208,0.17945,0.02958,0.12776,0.08629,0.43674,0.21707,0.67588,0.44910,0.28515,0.22366,0.07327,0.11920,0.12807,0.32022,0.53808,0.08880,0.10351,0.05566,0.32456,0.00364,0.16579
DC,10/23/16,0.14031,0.02980,0.13594,0.02055,0.03309,0.02881,0.09272,0.08841,0.09049,0.09154,0.02074,0.14812,0.06272,0.15890,0.06044,0.07252,0.06412,0.26775,0.20793,0.34529,0.30592,0.53129,0.06529,0.08984,0.16747,0.17345,0.22651,0.20362,0.13609,0.06346,0.09952,0.27133,0.02602,0.13860
DE,10/23/16,0.08138,,0.14015,,,0.08911,,,0.17993,0.14157,,0.15272,0.08730,0.22684,0.07010,,,0.55210,0.25726,,0.26613,0.31806,0.22721,0.13894,0.07064,0.09883,0.70062,,0.10524,,0.06596,0.55951,0.01725,0.14290
FL,10/23/16,0.12915,0.04516,0.12632,0.05605,0.04612,0.04889,0.11560,0.11654,0.11986,0.08322,0.02011,0.10473,0.05359,0.12890,0.05769,0.14503,0.10784,0.40025,0.23691,0.48130,0.35458,0.23993,0.13059,0.11162,0.08581,0.10567,0.20591,0.22212,0.16496,0.08461,0.18611,0.25762,0.01081,0.13719
GA,10/23/16,0.11313,0.07189,0.10455,0.07113,0.05553,0.04835,0.14170,0.09389,0.09355,0.07921,0.01196,0.10356,0.07302,0.13461,0.08082,0.15516,0.09331,0.31357,0.13521,0.75144,0.48729,0.23187,0.13354,0.10836,0.07665,0.08904,0.20589,0.22423,0.15701,0.11647,0.11183,0.22766,0.01286,0.12598
HI,10/23/16,0.19573,0.05543,0.12641,,0.15385,0.08038,0.11086,0.15416,0.07213,0.08513,0.01928,0.18366,0.10499,0.10230,,0.12139,0.06709,0.58097,0.34805,0.64220,0.58677,0.28688,0.27325,0.04177,0.16990,0.11036,0.28086,0.11361,0.37968,0.11803,0.07933,0.08411,0.01037,0.08592
IA,10/23/16,0.03802,0.10050,0.10913,0.04455,0.06376,0.02776,0.05742,0.06388,0.11208,0.16536,0.01998,0.19026,0.07251,0.07065,0.04367,0.06288,0.01158,0.53738,0.22035,0.62372,0.49733,0.27243,0.25948,0.15146,0.06600,0.05277,0.21822,0.41195,0.22945,0.07642,0.08218,0.17426,0.01611,0.02225
ID,10/23/16,0.14397,0.13591,0.04133,0.14057,0.15089,0.02628,0.10872,0.06047,0.10611,0.08349,,0.09006,0.06864,0.13377,,0.11905,0.02193,0.44768,0.11378,0.31491,0.26158,0.32824,0.04466,0.16387,0.24995,0.04163,0.06886,0.44569,0.06206,,0.38899,0.32996,0.02034,0.08427
IL,10/23/16,0.10838,0.05560,0.11270,0.07188,0.04887,0.02239,0.13590,0.06700,0.11756,0.10317,0.02095,0.19188,0.06581,0.10261,0.05637,0.21645,0.05794,0.46477,0.21333,0.59715,0.41463,0.31171,0.12942,0.10823,0.09585,0.08302,0.21714,0.28963,0.15338,0.08632,0.07293,0.34446,0.02513,0.16159
IN,10/23/16,0.12379,0.04675,0.10153,0.11051,0.07414,0.05810,0.06233,0.08171,0.13034,0.07179,0.03020,0.21019,0.06324,0.16432,0.09141,0.10724,0.06465,0.45993,0.13977,0.61893,0.35985,0.23040,0.06583,0.08051,0.08187,0.08182,0.40602,0.43798,0.10673,0.14929,0.10512,0.22291,0.01249,0.09316
KS,10/23/16,0.08297,0.09400,0.18374,0.05556,0.04472,0.01298,0.07161,0.10456,0.12231,0.12373,0.01869,0.11122,0.03391,0.14869,0.06127,0.13723,0.03250,0.40210,0.26231,0.31114,0.18090,0.18532,0.04413,0.10119,0.26752,0.09460,0.13607,0.52292,0.12263,0.01429,0.13451,0.28524,0.02010,0.14570
KY,10/23/16,0.09752,0.02210,0.08398,0.03428,0.03680,0.03204,0.13257,0.07374,0.10063,0.06787,0.01537,0.12811,0.04882,0.12234,0.01680,0.04839,0.05348,0.29775,0.18498,0.60798,0.36146,0.17153,0.14522,0.04995,0.10159,0.08799,0.25189,0.24908,0.15134,0.03528,0.07905,0.16763,0.00827,0.06850
LA,10/23/16,0.16933,0.03197,0.17823,0.03307,0.02366,0.05151,0.09947,0.03557,0.05547,0.08183,0.01112,0.10593,0.03364,0.13112,0.04863,0.10891,0.06019,0.30317,0.17844,0.49387,0.59480,0.27577,0.03502,0.11243,0.13066,0.06529,0.18899,0.32765,0.17032,0.11345,0.09150,0.29106,0.00797,0.13216
MA,10/23/16,0.13821,0.04655,0.07077,0.03064,0.05637,0.02863,0.11284,0.06119,0.09360,0.05199,0.01030,0.13319,0.08549,0.11974,0.03218,0.14826,0.06145,0.32312,0.20074,0.58828,0.52120,0.30659,0.11124,0.12117,0.16860,0.15035,0.27872,0.19948,0.10627,0.08108,0.13322,0.21829,0.01425,0.11151
MD,10/23/16,0.12329,0.00635,0.16408,0.05253,0.07048,0.01227,0.05078,0.09887,0.12390,0.06337,0.01325,0.15775,0.06012,0.21870,0.03862,0.22243,0.07683,0.42772,0.28345,0.49644,0.41541,0.39425,0.14604,0.10525,0.15566,0.14389,0.28948,0.18216,0.08696,0.11489,0.04542,0.28897,0.04275,0.12792
ME,10/23/16,0.02707,0.06134,0.09326,0.03172,0.03405,0.02965,0.20447,0.06824,0.03991,0.09420,0.01067,0.10162,0.15490,0.11321,0.09329,0.08955,0.07424,0.27553,0.12839,0.44416,0.59028,0.26455,0.10079,0.09245,0.42302,0.11273,0.46620,0.12572,0.28010,0.09795,0.04389,0.27922,,0.09508
MI,10/23/16,0.13658,0.08473,0.11201,0.05334,0.07362,0.03917,0.09823,0.05327,0.10545,0.11598,0.01538,0.15867,0.08372,0.15863,0.02801,0.17748,0.03567,0.46883,0.22102,0.55482,0.51755,0.23514,0.09079,0.19987,0.10726,0.10832,0.32663,0.41527,0.18503,0.07843,0.11070,0.27947,0.01930,0.15989
MN,10/23/16,0.07602,0.10599,0.09065,0.08908,0.07355,0.01281,0.07066,0.08106,0.10344,0.14243,0.01613,0.16461,0.09201,0.17116,0.01008,0.09671,0.05879,0.39675,0.13865,0.42212,0.25500,0.34285,0.09797,0.16974,0.16244,0.08522,0.33565,0.27156,0.16637,0.09168,0.17064,0.26135,0.01487,0.05134
MO,10/23/16,0.08259,0.09356,0.14224,0.06912,0.06677,0.07106,0.16038,0.08921,0.11304,0.06158,0.01395,0.15499,0.07594,0.09044,0.06098,0.11708,0.04313,0.43025,0.14919,0.38711,0.52733,0.21904,0.12079,0.08058,0.16386,0.10644,0.28781,0.47940,0.10680,0.04980,0.12432,0.10140,0.03250,0.07251
MS,10/23/16,0.31354,0.03946,0.12000,0.10205,,0.01907,,0.02195,0.07703,0.06061,,0.19613,0.07474,0.02428,0.09003,0.02881,0.07960,0.14772,0.22026,0.40006,0.18989,0.20424,0.06485,,0.12096,0.05440,0.24994,0.24266,0.27031,0.12604,0.08471,0.35929,0.02215,0.12235
MT,10/23/16,0.12928,0.09763,0.14843,,0.05420,,0.06509,,0.12704,0.11245,,0.16173,0.06164,0.12012,,0.14253,,0.14618,0.13622,0.28277,0.46977,,0.16043,0.07358,0.14963,0.19438,0.37100,0.30015,0.33435,0.15591,0.13972,,0.01826,0.15133
NC,10/23/16,0.16601,0.06148,0.13746,0.05237,0.04015,0.03846,0.07715,0.04828,0.13647,0.06387,0.01887,0.14379,0.05023,0.14684,0.02750,0.11616,0.09337,0.38987,0.27754,0.65991,0.43155,0.26204,0.08914,0.12537,0.07759,0.08087,0.21989,0.34839,0.14863,0.08085,0.18114,0.16463,0.01353,0.11212
ND,10/23/16,0.05149,0.05832,0.26602,,0.06475,,0.15553,,0.15178,0.13436,,0.09662,0.03682,0.14352,0.08870,,0.04706,0.34930,0.08138,0.67570,0.33676,0.20123,,0.35162,0.35754,0.08932,0.29551,0.95632,0.13316,0.06209,0.25040,0.17700,,
NE,10/23/16,0.10115,0.03820,0.02904,0.09877,0.06361,0.05538,0.07639,0.06373,0.04970,0.02933,0.01329,0.47456,0.03617,0.09399,0.02905,0.08364,0.04623,0.48610,0.10659,0.44251,0.51459,0.39535,0.03138,0.20149,0.14634,0.07020,0.09676,0.23486,0.13081,0.10166,0.21864,0.05796,,0.17762
NH,10/23/16,0.10207,0.11562,0.17579,0.05980,0.03209,0.02794,0.19270,0.12862,0.15045,0.02220,0.01006,0.14366,0.03650,0.28452,,0.04220,0.11661,0.60591,0.16133,0.50233,0.61195,0.34906,0.28498,0.13070,0.22149,0.10625,0.43937,,,,0.04137,0.08772,,0.08961
NJ,10/23/16,0.20867,0.07485,0.08386,0.09780,0.05686,0.04951,0.13657,0.10080,0.11278,0.08773,0.02604,0.14358,0.09451,0.10664,0.06591,0.24732,0.08265,0.43061,0.28036,0.73029,0.45494,0.29905,0.13594,0.10094,0.06641,0.13998,0.23954,0.33107,0.18889,0.09227,0.09021,0.15542,0.01474,0.18321
NM,10/23/16,0.13294,0.07529,0.07631,0.02596,0.02786,0.04852,0.06693,0.13960,0.09797,0.11563,0.03492,0.20788,0.09507,0.03088,0.03817,0.10992,0.02025,0.30062,0.17510,0.07269,0.19322,0.12989,0.08248,0.07566,0.19232,0.06919,0.12716,0.15432,0.17190,0.10688,0.03592,0.15233,,0.07781
NV,10/23/16,0.06629,0.07509,0.15222,0.10356,0.11116,0.01210,0.13349,0.06961,0.11399,0.05766,0.03483,0.14513,0.03950,0.15398,,0.14617,0.01010,0.46845,0.34925,0.25373,0.21679,0.41021,0.22621,0.15091,0.09590,0.06517,0.50728,0.33346,0.20001,0.05330,0.07164,0.15192,0.00937,0.11640
NY,10/23/16,0.10974,0.05692,0.05693,0.05577,0.04989,0.03330,0.10984,0.10330,0.12084,0.06671,0.01772,0.09925,0.07092,0.15849,0.04784,0.19680,0.07372,0.33415,0.19436,0.54228,0.42087,0.42376,0.09844,0.12642,0.11706,0.13167,0.25803,0.20569,0.11285,0.06856,0.10288,0.20454,0.01177,0.20896
OH,10/23/16,0.18413,0.05657,0.06988,0.05851,0.06280,0.04101,0.08485,0.04719,0.11501,0.11673,0.02460,0.14056,0.05357,0.14789,0.05915,0.10839,0.06275,0.37583,0.20225,0.51198,0.47628,0.20736,0.09875,0.10657,0.06502,0.08663,0.16121,0.35506,0.16951,0.05645,0.09107,0.19311,0.00926,0.11508
OK,10/23/16,0.08190,0.06627,0.08060,0.05483,0.04414,0.05125,0.08836,0.05898,0.08623,0.07124,0.00461,0.17565,0.06694,0.08154,0.04032,0.09675,0.04277,0.33736,0.16644,0.26872,0.38263,0.20578,0.06534,0.13983,0.06094,0.08119,0.33577,0.48897,0.21182,0.04233,0.15174,0.12067,0.03471,0.18490
OR,10/23/16,0.12476,0.11639,0.10112,0.06879,0.08307,0.04018,0.12193,0.00925,0.05409,0.08299,0.02025,0.11018,0.09448,0.20458,0.05058,0.13351,0.02683,0.43568,0.24361,0.33712,0.40001,0.31553,0.09562,0.16289,0.26755,0.15025,0.52655,0.22152,0.15185,0.09736,,0.05046,0.01244,0.09021
PA,10/23/16,0.10198,0.06557,0.08070,0.06136,0.06240,0.03924,0.12073,0.07294,0.16251,0.06953,0.01629,0.15000,0.05914,0.18056,0.07123,0.11396,0.04786,0.36932,0.19169,0.48834,0.42666,0.36089,0.11800,0.10353,0.13877,0.12529,0.21357,0.23678,0.20673,0.06980,0.09383,0.17056,0.01752,0.16456
RI,10/23/16,0.11429,0.09710,,0.06696,0.10781,,0.08631,0.10802,0.12635,0.04971,0.02252,0.16086,0.08174,0.03982,0.09846,0.14176,0.07835,0.67847,0.09033,0.37499,0.56065,0.61422,0.10637,0.14635,0.04960,0.09914,0.16400,0.19902,0.14780,0.10337,0.04632,,0.03633,0.10034
SC,10/23/16,0.08168,0.10179,0.12661,0.09571,0.06164,0.03578,0.11104,0.10294,0.02408,0.06395,0.00966,0.10730,0.01753,0.11385,0.05629,0.18913,0.08212,0.31865,0.12911,0.80402,0.35617,0.14367,0.13684,0.12551,0.07090,0.05952,0.16409,0.28448,0.14789,0.15761,0.06621,0.11232,0.01039,0.20081
SD,10/23/16,0.20360,,0.08766,0.11928,0.12803,0.05574,0.07688,,,0.13283,0.02006,0.57313,0.10921,0.14189,0.08770,,0.04652,0.43167,0.08046,0.50102,0.77682,0.09947,0.18949,,,0.05299,0.43823,0.35455,,0.06139,0.08252,0.34996,0.04315,0.35752
TN,10/23/16,0.08384,0.07717,0.08122,0.03070,0.07249,0.03443,0.05540,0.06603,0.09269,0.05014,0.01239,0.19667,0.06746,0.17529,0.01806,0.18199,0.02874,0.24886,0.17394,0.67053,0.33132,0.30721,0.13656,0.08052,0.07278,0.07637,0.28573,0.20683,0.14908,0.13271,0.12742,0.19816,0.02221,0.09201
TX,10/23/16,0.11683,0.06927,0.13728,0.06141,0.06866,0.04065,0.13028,0.06467,0.12875,0.09973,0.02797,0.13319,0.05310,0.12935,0.01881,0.17877,0.06886,0.37779,0.31238,0.54812,0.37612,0.27739,0.15649,0.12863,0.10046,0.09093,0.26008,0.33717,0.15250,0.09744,0.08673,0.23272,0.01666,0.12271
UT,10/23/16,0.07898,0.08946,0.13602,0.06610,0.12770,0.01235,0.17040,0.05687,0.09978,0.06870,0.00889,0.08469,0.11296,0.07862,0.03888,0.05598,0.03094,0.36358,0.12483,0.18509,0.17219,0.35277,0.33602,0.11558,0.21546,0.07830,0.29140,0.36673,0.35016,0.08164,0.23778,0.03879,0.01435,0.09905
VA,10/23/16,0.13959,0.02081,0.10123,0.07747,0.04620,0.03620,0.12761,0.10647,0.15703,0.08628,0.01013,0.14477,0.07881,0.12800,0.04430,0.09720,0.07386,0.39253,0.25548,0.59058,0.36040,0.37330,0.12308,0.14425,0.08928,0.13256,0.25301,0.21323,0.07601,0.07531,0.13101,0.13891,0.01868,0.26447
VT,10/23/16,0.16839,,0.19336,,0.14120,0.06147,,0.07074,0.16549,0.24415,,0.31603,0.20073,0.23472,0.29014,0.09284,0.05131,0.66648,0.26619,0.55254,0.61189,0.10970,0.10448,0.38334,0.09745,0.13635,0.80549,0.52134,,0.06769,0.09100,,,
WA,10/23/16,0.12973,0.05689,0.10811,0.04903,0.07895,0.05957,0.13273,0.08438,0.12954,0.08372,0.02639,0.14136,0.07781,0.12249,0.05047,0.10381,0.04972,0.35489,0.31089,0.49430,0.25547,0.38437,0.17137,0.14290,0.17436,0.10455,0.38431,0.32064,0.20565,0.07066,0.17639,0.28773,0.02483,0.10288
WI,10/23/16,0.09586,0.08687,0.08805,0.04493,0.06430,0.02799,0.11583,0.05637,0.08478,0.12785,0.01511,0.07195,0.06855,0.08016,0.03303,0.08455,0.07593,0.42272,0.20202,0.35644,0.48764,0.27475,0.08326,0.08729,0.12204,0.08870,0.25675,0.34126,0.09917,0.05395,0.09324,0.28559,0.02167,0.11221
WV,10/23/16,0.08545,0.03226,0.04905,0.03337,0.07164,,0.12906,,0.16793,0.04955,0.02245,0.10690,0.12222,0.03970,,0.04710,0.05206,0.28985,0.31514,0.18690,0.24839,0.11132,0.05302,0.09726,0.09889,0.05930,,,,0.44654,0.18469,0.09791,,0.15004
WY,10/23/16,0.07858,0.08902,,0.09207,,,,0.19805,,0.06836,,,0.11240,,,0.12996,,0.39985,,0.51566,0.51398,0.15357,0.14627,,,0.02727,0.45104,0.36491,,0.18954,0.25478,,0.03331,
AK,10/30/16,0.05649,0.19196,0.19456,0.13236,0.07104,0.12371,0.08531,0.07118,,,0.04452,0.21200,0.08079,0.15745,,0.09341,,0.47901,0.17856,0.55597,0.98528,0.22076,,0.09645,0.39228,0.01960,0.32420,0.39343,0.29218,,,,,0.19836
AL,10/30/16,0.13033,0.06890,0.11971,0.07126,0.02185,0.03806,0.06561,0.08759,0.05123,0.01512,0.01712,0.09783,0.04971,0.14531,0.05988,0.14369,0.08735,0.27999,0.16480,0.76967,0.24627,0.28864,0.09704,0.10385,0.10559,0.02110,0.09974,0.28242,0.13483,0.02096,0.15494,0.17922,0.01473,0.09154
AR,10/30/16,0.12702,0.21582,0.32812,0.05581,0.09984,0.03477,0.11990,0.04001,0.11701,0.05524,,0.23835,0.03406,0.19915,,0.07877,0.10158,0.53857,0.15057,0.41673,0.27694,0.21719,0.08866,0.10844,0.11026,0.04407,,0.51607,,0.03830,0.07722,0.38208,0.01346,0.27878
AZ,10/30/16,0.19548,0.04787,0.13647,0.03095,0.08637,0.01735,0.10373,0.09986,0.12459,0.05055,0.01249,0.18836,0.07934,0.16199,0.02730,0.10484,0.03380,0.50177,0.32565,0.46799,0.32253,0.32004,0.05901,0.21649,0.11924,0.04399,0.10612,0.38023,0.10931,0.12106,0.09421,0.21795,0.01344,0.12987
CA,10/30/16,0.10352,0.04977,0.12056,0.08900,0.06462,0.04567,0.13947,0.09572,0.16794,0.09392,0.02700,0.12437,0.07669,0.12974,0.03207,0.15148,0.05785,0.47238,0.43080,0.60105,0.43679,0.38128,0.09149,0.14114,0.12283,0.03798,0.16455,0.27664,0.22341,0.08622,0.12436,0.15106,0.02052,0.17130
CO,10/30/16,0.18934,0.03785,0.17262,0.03262,0.07703,0.04878,0.12616,0.03509,0.09849,0.08234,0.01317,0.12540,0.09558,0.06985,0.01919,0.11972,0.01018,0.44389,0.14963,0.38367,0.30354,0.36998,0.04146,0.17115,0.13535,0.05217,0.17578,0.24564,0.23043,0.12089,0.09028,0.07658,0.01652,0.07822
CT,10/30/16,0.12804,0.07736,0.10291,0.06001,,0.04674,0.12892,0.09681,0.12582,0.10395,0.01009,0.16018,0.10988,0.20225,0.08824,0.25410,0.08582,0.53567,0.21587,0.75616,0.35360,0.33362,0.14300,0.14574,0.16301,0.07997,0.12248,0.25764,0.15454,0.07206,0.09687,0.46952,0.01085,0.22482
DC,10/30/16,0.11321,0.07891,0.14997,0.06122,0.04381,0.00954,0.07891,0.07681,0.08985,0.06817,0.01029,0.11439,0.08718,0.13350,0.03000,0.12961,0.07163,0.31015,0.33033,0.54283,0.41769,0.64664,0.01621,0.16355,0.13606,0.05741,0.04998,0.26283,0.18017,0.04201,0.05647,0.14968,0.03322,0.15290
DE,10/30/16,0.04029,0.18253,0.13876,0.04720,,0.08822,0.06084,,0.17813,0.07008,0.03175,,,0.22458,0.06940,0.06662,0.03682,0.40995,0.06367,0.39651,0.43918,0.39361,0.07499,0.13757,0.13988,0.06989,,0.28059,0.20837,0.34011,0.06531,0.13850,,0.14147
FL,10/30/16,0.13700,0.04281,0.11119,0.09040,0.06535,0.03276,0.11891,0.08136,0.08356,0.08218,0.01427,0.16252,0.06869,0.13168,0.05968,0.15364,0.09067,0.30446,0.25387,0.49597,0.37079,0.26771,0.07328,0.15863,0.09022,0.05354,0.11749,0.19742,0.18734,0.08926,0.13275,0.23819,0.02469,0.11336
GA,10/30/16,0.11677,0.06460,0.14966,0.06045,0.03415,0.07137,0.09843,0.03080,0.11608,0.05669,0.01284,0.11720,0.06020,0.19680,0.03743,0.15718,0.05212,0.30858,0.19744,0.59693,0.39668,0.27064,0.09098,0.12518,0.06600,0.03675,0.13248,0.22697,0.09130,0.09170,0.16288,0.27073,0.01266,0.10967
HI,10/30/16,0.17328,0.02804,0.08526,0.29002,0.03113,0.02710,0.14954,0.06238,0.10945,0.08612,0.01951,0.13935,0.10621,0.20699,,0.16374,0.04525,0.50378,0.27387,0.56848,0.53970,0.19348,0.13823,0.12679,0.04298,0.02577,0.07103,0.05747,0.12804,0.02985,0.40130,0.25530,0.02098,0.21732
IA,10/30/16,0.06254,0.04250,0.04308,0.02931,0.04719,0.04109,0.18891,0.17337,0.05531,0.13055,0.00493,0.04694,0.08050,0.08716,0.04310,0.22753,0.05716,0.70005,0.19769,0.65658,0.35451,0.34219,0.13969,0.17084,0.13029,0.04774,0.14357,0.46463,0.09704,0.06034,0.08111,0.25799,,0.13177
ID,10/30/16,0.09653,0.08201,,0.02827,0.03035,0.02642,0.14578,,0.17784,0.06297,,0.36227,0.08629,0.13453,,0.11972,,0.28649,0.11442,0.07917,0.42091,0.18863,0.04492,0.16481,0.37706,0.04186,0.27700,0.22410,0.62410,,0.03912,,,0.25423
IL,10/30/16,0.16653,0.05454,0.08293,0.06582,0.05046,0.03295,0.10000,0.07837,0.09463,0.08900,0.01818,0.16566,0.06457,0.13142,0.04148,0.14599,0.04584,0.38792,0.22832,0.58585,0.37182,0.35678,0.08216,0.10962,0.08360,0.04246,0.10939,0.28880,0.18680,0.06775,0.06505,0.34487,0.02296,0.13035
IN,10/30/16,0.09183,0.07801,0.16802,0.04707,0.06496,0.01885,0.16469,0.02893,0.16918,0.07488,0.01583,0.15077,0.07798,0.11198,0.00989,0.19931,0.05770,0.48668,0.15420,0.50838,0.47548,0.35887,0.03205,0.12738,0.13949,0.03783,0.11528,0.51965,0.14843,0.08998,0.08373,0.27621,0.01459,0.10077
KS,10/30/16,0.02416,0.09578,0.04161,0.09907,0.06076,0.07936,0.12770,0.06088,0.07122,0.09456,,0.27200,0.05183,0.16835,0.02081,0.05993,0.02208,0.38925,0.15274,0.43593,0.34236,0.25965,0.02248,0.26811,0.06291,0.04610,0.10399,0.50480,0.12496,0.08741,0.13707,0.12458,0.02048,
KY,10/30/16,0.09493,0.06452,0.09809,0.02224,0.04775,0.03118,0.12903,0.02392,0.04197,0.05780,0.01496,0.16032,0.06110,0.09261,0.03271,0.07849,0.04338,0.41858,0.21005,0.59172,0.24836,0.20405,0.07068,0.14587,0.04944,0.05928,0.13620,0.39670,0.17185,0.04579,0.07694,0.22844,0.01207,0.15001
LA,10/30/16,0.08367,0.04212,0.14410,0.01089,0.03507,0.03054,0.11233,0.04686,0.06851,0.07278,0.01099,0.12212,0.02659,0.18140,0.03203,0.12299,0.07647,0.25228,0.19102,0.51852,0.22296,0.12717,0.08652,0.15873,0.09684,0.03548,0.05336,0.12950,0.09617,0.06727,0.13564,0.28764,0.02758,0.17956
MA,10/30/16,0.11537,0.06324,0.13460,0.05669,0.06553,0.02038,0.12928,0.06566,0.12617,0.06151,0.01907,0.14666,0.07984,0.14005,0.04488,0.16617,0.04422,0.37872,0.21764,0.56167,0.47061,0.52363,0.11084,0.13344,0.18737,0.06456,0.16020,0.24194,0.17325,0.06284,0.13876,0.29426,0.02208,0.09149
MD,10/30/16,0.17302,0.07587,0.11534,0.07193,0.06317,0.03667,0.08429,0.07736,0.10694,0.07282,0.02859,0.15710,0.05189,0.15557,0.02885,0.13845,0.07141,0.40703,0.19407,0.62258,0.52324,0.34900,0.08311,0.08576,0.20348,0.06390,0.22423,0.22028,0.14434,0.04712,0.18096,0.38374,0.00946,0.08820
ME,10/30/16,0.08294,0.03132,0.04761,0.09718,0.03477,0.06055,0.16702,,0.12225,0.14429,0.01090,0.15564,0.11863,0.15413,0.04763,0.22861,0.07580,0.60957,0.13109,0.63495,0.36165,0.21611,0.10292,0.18881,0.14399,0.01919,0.07934,0.32094,0.14300,,0.26891,,0.02343,0.14563
MI,10/30/16,0.07468,0.08092,0.14540,0.05326,0.06534,0.02845,0.10299,0.06956,0.10529,0.06214,0.00896,0.12796,0.08360,0.18102,0.02238,0.08592,0.05342,0.45710,0.23609,0.55398,0.50973,0.29189,0.07253,0.19959,0.19167,0.03493,0.13977,0.27894,0.18475,0.10965,0.16845,0.34605,0.02202,0.12543
MN,10/30/16,0.14644,0.07298,0.08070,0.08235,0.08103,0.05772,0.12385,0.08857,0.15540,0.06623,0.00923,0.17586,0.05445,0.18776,0.04036,0.08718,0.04818,0.47684,0.14812,0.44199,0.34481,0.29760,0.05451,0.18001,0.15253,0.04471,0.23532,0.38077,0.13634,0.04238,0.07597,0.28191,0.02979,0.05142
MO,10/30/16,0.11031,0.13153,0.11998,0.06122,0.05841,0.04450,0.14029,0.13168,0.11124,0.12624,0.01601,0.08715,0.04982,0.05664,0.06001,0.17281,0.05306,0.44309,0.19270,0.38094,0.41770,0.29497,0.06484,0.08921,0.13103,0.05036,0.16660,0.39088,0.28528,0.07702,0.06588,0.29938,0.02707,0.14271
MS,10/30/16,0.08583,0.13612,0.05913,0.06034,0.04318,0.09399,0.10371,0.08653,0.12651,0.04480,0.00676,0.22549,0.02455,0.14355,0.05915,0.02839,0.03138,0.26203,0.10853,0.61953,0.52399,0.20128,0.06391,0.08793,0.08941,0.05956,0.09853,0.19928,0.13319,0.18633,0.16698,0.23606,0.04366,0.21100
MT,10/30/16,0.21642,0.09805,0.14908,,0.27215,0.04739,0.19610,0.05454,0.12759,0.11294,0.01706,0.32487,0.03095,,,,,0.14681,0.06841,0.42600,0.18874,0.16915,,0.14780,0.22543,,0.24841,,,0.15660,0.14034,,0.01835,0.15199
